doc_id,id,mid1,mid2,word1,word2,rel,is_correct,category,expectation
eng-WL-110-174612-12992736,166110,eng-WL-110-174612-12992736_6583_6597,eng-WL-110-174612-12992736_6602_6614,kevin randolph,dave stewart,per:spouse,,1,0.99
NYT_ENG_20070308.0036.LDC2009T13,14061,NYT_ENG_20070308.0036.LDC2009T13_880_891,NYT_ENG_20070308.0036.LDC2009T13_847_853,ginn racing,martin,org:founded_by,,1,0.954
APW_ENG_20071220.1057.LDC2009T13,271869,APW_ENG_20071220.1057.LDC2009T13_1417_1423,APW_ENG_20071220.1057.LDC2009T13_1437_1443,spears,sister,per:title,,1,0.996
XIN_ENG_20070429.0039.LDC2009T13,92164,XIN_ENG_20070429.0039.LDC2009T13_610_617,XIN_ENG_20070429.0039.LDC2009T13_508_516,embassy,larijani,org:founded_by,,1,0.976
APW_ENG_20071128.0241.LDC2009T13,312599,APW_ENG_20071128.0241.LDC2009T13_1984_1987,APW_ENG_20071128.0241.LDC2009T13_1921_1936,abc,david letterman,org:founded_by,,1,0.976
eng-WL-11-174598-12964855,111408,eng-WL-11-174598-12964855_4938_4948,eng-WL-11-174598-12964855_4931_4937,jeff koons,artist,per:title,,1,1
LTW_ENG_20081003.0118.LDC2009T13,3377,LTW_ENG_20081003.0118.LDC2009T13_7692_7711,LTW_ENG_20081003.0118.LDC2009T13_7713_7730,zachary a. goldfarb,research director,per:title,,1,1
LTW_ENG_20071009.0079.LDC2009T13,172854,LTW_ENG_20071009.0079.LDC2009T13_7184_7202,LTW_ENG_20071009.0079.LDC2009T13_7131_7140,mattachine society,harry hay,org:founded_by,,1,0.984
eng-WL-11-174595-12968558,100312,eng-WL-11-174595-12968558_19311_19336,eng-WL-11-174595-12968558_19216_19223,national portrait gallery,borrell,org:founded_by,,1,0.986
APW_ENG_20071127.0420.LDC2009T13,263982,APW_ENG_20071127.0420.LDC2009T13_2271_2274,APW_ENG_20071127.0420.LDC2009T13_2262_2270,lee,chairman,per:title,,1,0.994
APW_ENG_20080511.0652.LDC2009T13,75627,APW_ENG_20080511.0652.LDC2009T13_334_345,APW_ENG_20080511.0652.LDC2009T13_324_333,hugo chavez,president,per:title,t,1,1
NYT_ENG_20070225.0179.LDC2009T13,272888,NYT_ENG_20070225.0179.LDC2009T13_1326_1341,NYT_ENG_20070225.0179.LDC2009T13_1254_1269,portia de rossi,ellen degeneres,per:spouse,t,1,0.924
APW_ENG_20070221.0518.LDC2009T13,250945,APW_ENG_20070221.0518.LDC2009T13_1789_1798,APW_ENG_20070221.0518.LDC2009T13_1779_1788,tony snow,secretary,per:title,,1,1
LTW_ENG_20071022.0033.LDC2009T13,89802,LTW_ENG_20071022.0033.LDC2009T13_772_784,LTW_ENG_20071022.0033.LDC2009T13_685_691,ali khamenei,leader,per:title,,1,0.956
APW_ENG_20071128.0145.LDC2009T13,283708,APW_ENG_20071128.0145.LDC2009T13_1041_1048,APW_ENG_20071128.0145.LDC2009T13_1056_1069,samsung,kim yong-chul,org:founded_by,,1,0.948
APW_ENG_20080508.0780.LDC2009T13,10467,APW_ENG_20080508.0780.LDC2009T13_3104_3110,APW_ENG_20080508.0780.LDC2009T13_3287_3298,enodis,david speer,org:founded_by,,1,0.902
eng-NG-31-142149-10024129,321953,eng-NG-31-142149-10024129_1481_1500,eng-NG-31-142149-10024129_1469_1479,baron de rothschild,rothschild,org:founded_by,,1,0.94
AFP_ENG_20070803.0106.LDC2009T13,231571,AFP_ENG_20070803.0106.LDC2009T13_2179_2194,AFP_ENG_20070803.0106.LDC2009T13_2229_2238,patrice lumumba,president,per:title,,1,1
AFP_ENG_20071202.0370.LDC2009T13,215555,AFP_ENG_20071202.0370.LDC2009T13_3639_3670,AFP_ENG_20071202.0370.LDC2009T13_3603_3618,central university of venezuela,tulio hernandez,org:founded_by,,1,0.982
NYT_ENG_20070611.0047.LDC2009T13,226395,NYT_ENG_20070611.0047.LDC2009T13_1656_1663,NYT_ENG_20070611.0047.LDC2009T13_1766_1781,samsung,chang-gyu hwang,org:founded_by,,1,0.966
eng-WL-11-174595-12968555,1647,eng-WL-11-174595-12968555_18078_18093,eng-WL-11-174595-12968555_18098_18114,phylicia rashad,james earl jones,per:spouse,,1,0.982
eng-WL-11-174598-12966506,300500,eng-WL-11-174598-12966506_2323_2322,eng-WL-11-174598-12966506_2307_2312,dellal,model,per:title,,1,0.99
AFP_ENG_20070618.0672.LDC2009T13,265816,AFP_ENG_20070618.0672.LDC2009T13_765_782,AFP_ENG_20070618.0672.LDC2009T13_807_814,fulgencio batista,brother,per:title,,1,0.982
eng-WL-109-174581-12950032,27973,eng-WL-109-174581-12950032_13456_13461,eng-WL-109-174581-12950032_13446_13450,ennis,jack,per:spouse,,1,0.96
NYT_ENG_20071127.0221.LDC2009T13,287097,NYT_ENG_20071127.0221.LDC2009T13_4733_4743,NYT_ENG_20071127.0221.LDC2009T13_4717_4729,republican,steve forbes,org:founded_by,,1,0.974
eng-WL-11-174572-12946047,50813,eng-WL-11-174572-12946047_307_319,eng-WL-11-174572-12946047_415_428,heidi montag,spencer pratt,per:spouse,,1,0.988
eng-WL-11-174592-12942566,261859,eng-WL-11-174592-12942566_628_640,eng-WL-11-174592-12942566_609_627,bryan fuller,executive producer,per:title,,1,0.998
APW_ENG_20080107.0632.LDC2009T13,214472,APW_ENG_20080107.0632.LDC2009T13_1718_1726,APW_ENG_20080107.0632.LDC2009T13_1741_1747,campbell,chavez,per:spouse,,1,0.958
eng-WL-11-174611-12980242,1435,eng-WL-11-174611-12980242_1519_1523,eng-WL-11-174611-12980242_1547_1555,buse,lobbyist,per:title,,1,0.924
eng-WL-11-174643-13000303,128947,eng-WL-11-174643-13000303_4756_4763,eng-WL-11-174643-13000303_4768_4774,aniston,vaughn,per:spouse,,1,0.984
APW_ENG_20071128.0241.LDC2009T13,315791,APW_ENG_20071128.0241.LDC2009T13_1824_1827,APW_ENG_20071128.0241.LDC2009T13_1853_1861,nbc,jay leno,org:founded_by,,1,0.958
CNA_ENG_20071102.0005.LDC2009T13,311059,CNA_ENG_20071102.0005.LDC2009T13_3976_3988,CNA_ENG_20071102.0005.LDC2009T13_3966_3975,lee teng-hui,president,per:title,t,1,1
AFP_ENG_20070829.0111.LDC2009T13,346369,AFP_ENG_20070829.0111.LDC2009T13_852_867,AFP_ENG_20070829.0111.LDC2009T13_846_851,andrew nyirenda,judge,per:title,,1,1
APW_ENG_20071116.0402.LDC2009T13,230944,APW_ENG_20071116.0402.LDC2009T13_3905_3928,APW_ENG_20071116.0402.LDC2009T13_3860_3863,samsung electronics co.,lee,org:founded_by,,1,0.922
APW_ENG_20071116.0532.LDC2009T13,344357,APW_ENG_20071116.0532.LDC2009T13_5846_5849,APW_ENG_20071116.0532.LDC2009T13_5918_5925,lee,samsung,per:employee_or_member_of,,1,1
eng-WL-110-174612-12991115,8664,eng-WL-110-174612-12991115_938_952,eng-WL-110-174612-12991115_862_869,geffen records,deborah,org:founded_by,,1,0.982
NYT_ENG_20080921.0031.LDC2009T13,45145,NYT_ENG_20080921.0031.LDC2009T13_2816_2831,NYT_ENG_20080921.0031.LDC2009T13_2782_2795,andie macdowell,lindsay lohan,org:founded_by,,1,0.956
AFP_ENG_20080110.0782.LDC2009T13,118846,AFP_ENG_20080110.0782.LDC2009T13_768_782,AFP_ENG_20080110.0782.LDC2009T13_941_956,united nations,hillary clinton,org:founded_by,,1,0.96
AFP_ENG_20071006.0336.LDC2009T13,184504,AFP_ENG_20071006.0336.LDC2009T13_2222_2229,AFP_ENG_20071006.0336.LDC2009T13_2215_2221,anthony,father,per:title,,1,1
APW_ENG_20070111.0819.LDC2009T13,171810,APW_ENG_20070111.0819.LDC2009T13_531_537,APW_ENG_20070111.0819.LDC2009T13_515_519,senate,dodd,org:founded_by,,1,0.962
eng-WL-11-174572-12947439,341645,eng-WL-11-174572-12947439_531_545,eng-WL-11-174572-12947439_551_557,ronnie cutrone,mother,per:title,,1,0.922
APW_ENG_20070125.0254.LDC2009T13,341781,APW_ENG_20070125.0254.LDC2009T13_2040_2052,APW_ENG_20070125.0254.LDC2009T13_2030_2039,moshe katsav,president,per:title,,1,0.982
eng-WL-11-174592-12943012,272343,eng-WL-11-174592-12943012_860_877,eng-WL-11-174592-12943012_892_905,nicole tranquillo,rudy cardenas,per:spouse,,1,0.93
NYT_ENG_20070326.0095.LDC2009T13,222812,NYT_ENG_20070326.0095.LDC2009T13_4385_4399,NYT_ENG_20070326.0095.LDC2009T13_4369_4380,martha stewart,kenneth lay,per:spouse,,1,0.936
APW_ENG_20070730.0574.LDC2009T13,27543,APW_ENG_20070730.0574.LDC2009T13_481_492,APW_ENG_20070730.0574.LDC2009T13_469_480,ryan sutter,firefighter,per:title,,1,1
LTW_ENG_20080916.0085.LDC2009T13,98935,LTW_ENG_20080916.0085.LDC2009T13_2363_2374,LTW_ENG_20080916.0085.LDC2009T13_2334_2343,david solow,metrolink,per:employee_or_member_of,,1,0.932
APW_ENG_20080219.0651.LDC2009T13,63706,APW_ENG_20080219.0651.LDC2009T13_5395_5404,APW_ENG_20080219.0651.LDC2009T13_5438_5455,fidel jr.,mirta diaz balart,per:spouse,,1,0.94
LTW_ENG_20080817.0038.LDC2009T13,277819,LTW_ENG_20080817.0038.LDC2009T13_5083_5109,LTW_ENG_20080817.0038.LDC2009T13_5166_5172,cnn\/opinion research corp.,mccain,org:founded_by,,1,0.904
AFP_ENG_20080502.0548.LDC2009T13,162057,AFP_ENG_20080502.0548.LDC2009T13_952_960,AFP_ENG_20080502.0548.LDC2009T13_991_1001,waratahs,tony darcy,org:founded_by,,1,0.958
APW_ENG_20070528.0218.LDC2009T13,332316,APW_ENG_20070528.0218.LDC2009T13_4443_4447,APW_ENG_20070528.0218.LDC2009T13_4395_4409,rctv,elianna castro,org:founded_by,,1,0.968
NYT_ENG_20070611.0047.LDC2009T13,226815,NYT_ENG_20070611.0047.LDC2009T13_1740_1747,NYT_ENG_20070611.0047.LDC2009T13_1727_1735,samsung,yong yun,org:founded_by,,1,0.938
eng-WL-11-174583-12935669,79109,eng-WL-11-174583-12935669_61700_61709,eng-WL-11-174583-12935669_61668_61674,bloomberg,carter,org:founded_by,,1,0.934
AFP_ENG_20071108.0155.LDC2009T13,225776,AFP_ENG_20071108.0155.LDC2009T13_1299_1310,AFP_ENG_20071108.0155.LDC2009T13_1454_1460,mitt romney,leader,per:title,,1,0.944
NYT_ENG_20080421.0208.LDC2009T13,219919,NYT_ENG_20080421.0208.LDC2009T13_3178_3195,NYT_ENG_20080421.0208.LDC2009T13_3199_3218,w. martin wiseman,political scientist,per:title,,1,0.904
APW_ENG_20070923.0062.LDC2009T13,114884,APW_ENG_20070923.0062.LDC2009T13_1030_1036,APW_ENG_20070923.0062.LDC2009T13_1099_1105,chavez,leader,per:title,,1,0.912
eng-WL-11-174595-12968566,309718,eng-WL-11-174595-12968566_23380_23390,eng-WL-11-174595-12968566_23446_23459,dina lohan,michael lohan,per:spouse,,1,1
NYT_ENG_20070704.0133.LDC2009T13,35485,NYT_ENG_20070704.0133.LDC2009T13_1718_1734,NYT_ENG_20070704.0133.LDC2009T13_1740_1749,steven mcpherson,president,per:title,,1,0.984
NYT_ENG_20070917.0134.LDC2009T13,284222,NYT_ENG_20070917.0134.LDC2009T13_3412_3420,NYT_ENG_20070917.0134.LDC2009T13_3304_3316,congress,john edwards,org:founded_by,,1,0.992
APW_ENG_20070109.0017.LDC2009T13,136973,APW_ENG_20070109.0017.LDC2009T13_5956_5961,APW_ENG_20070109.0017.LDC2009T13_5978_5984,gomez,ortega,per:spouse,,1,0.91
eng-WL-11-174595-12968417,314293,eng-WL-11-174595-12968417_14237_14249,eng-WL-11-174595-12968417_14270_14280,anika larsen,andre ward,per:spouse,,1,0.944
APW_ENG_20081210.0293.LDC2009T13,62968,APW_ENG_20081210.0293.LDC2009T13_349_354,APW_ENG_20081210.0293.LDC2009T13_403_414,naacp,julian bond,org:founded_by,,1,0.974
NYT_ENG_20070605.0193.LDC2009T13,120480,NYT_ENG_20070605.0193.LDC2009T13_1603_1642,NYT_ENG_20070605.0193.LDC2009T13_1569_1585,house committee on economic development,daniel e. bosley,org:founded_by,,1,0.986
APW_ENG_20071211.1546.LDC2009T13,62140,APW_ENG_20071211.1546.LDC2009T13_6713_6725,APW_ENG_20071211.1546.LDC2009T13_6705_6712,richard bove,analyst,per:title,,1,1
eng-WL-11-174595-12968417,319242,eng-WL-11-174595-12968417_2831_2848,eng-WL-11-174595-12968417_2783_2801,green bay packers,james van der beek,org:founded_by,,1,0.938
APW_ENG_20080229.0310.LDC2009T13,293942,APW_ENG_20080229.0310.LDC2009T13_1565_1575,APW_ENG_20080229.0310.LDC2009T13_1631_1636,lushington,judge,per:title,,1,0.998
eng-WL-107-174567-12931870,252088,eng-WL-107-174567-12931870_1551_1557,eng-WL-107-174567-12931870_1585_1592,jayden,britney,per:spouse,,1,0.988
APW_ENG_20080401.0527.LDC2009T13,125275,APW_ENG_20080401.0527.LDC2009T13_474_488,APW_ENG_20080401.0527.LDC2009T13_458_473,jim l'estrange,chief executive,per:title,,1,1
NYT_ENG_20081116.0016.LDC2009T13,150586,NYT_ENG_20081116.0016.LDC2009T13_6953_6963,NYT_ENG_20081116.0016.LDC2009T13_6937_6948,bo diddley,chuck berry,per:spouse,,1,0.918
NYT_ENG_20070727.0186.LDC2009T13,94696,NYT_ENG_20070727.0186.LDC2009T13_903_914,NYT_ENG_20070727.0186.LDC2009T13_961_968,raul castro,brother,per:title,,1,0.982
NYT_ENG_20080418.0011.LDC2009T13,251505,NYT_ENG_20080418.0011.LDC2009T13_640_647,NYT_ENG_20080418.0011.LDC2009T13_501_504,samsung,lee,org:founded_by,,1,0.988
eng-WL-11-174595-12968493,48277,eng-WL-11-174595-12968493_7578_7613,eng-WL-11-174595-12968493_7633_7644,richie-madden children 's foundation,joel madden,org:founded_by,,1,0.932
AFP_ENG_20070803.0106.LDC2009T13,232553,AFP_ENG_20070803.0106.LDC2009T13_2379_2385,AFP_ENG_20070803.0106.LDC2009T13_2221_2228,mobutu,founder,per:title,,1,0.998
eng-WL-11-174595-12968465,324998,eng-WL-11-174595-12968465_7192_7205,eng-WL-11-174595-12968465_7247_7256,nicole kidman,eva green,per:spouse,,1,0.922
eng-NG-31-100720-11217028,2842,eng-NG-31-100720-11217028_6333_6368,eng-NG-31-100720-11217028_6312_6325,house ways & means subcommittee,jerry falwell,org:founded_by,,1,0.952
APW_ENG_20070221.0483.LDC2009T13,309737,APW_ENG_20070221.0483.LDC2009T13_3807_3816,APW_ENG_20070221.0483.LDC2009T13_3779_3787,elbaradei,diplomat,per:title,,1,0.982
NYT_ENG_20070618.0114.LDC2009T13,177666,NYT_ENG_20070618.0114.LDC2009T13_3334_3369,NYT_ENG_20070618.0114.LDC2009T13_3298_3311,humana veterans healthcare services,alonzo poteet,org:founded_by,,1,0.968
LTW_ENG_20070709.0037.LDC2009T13,253891,LTW_ENG_20070709.0037.LDC2009T13_463_474,LTW_ENG_20070709.0037.LDC2009T13_454_462,julian bond,chairman,per:title,,1,0.994
eng-WL-11-174584-12960321,299762,eng-WL-11-174584-12960321_526_533,eng-WL-11-174584-12960321_535_542,stephen,jillian,per:spouse,,1,0.958
APW_ENG_20070924.0640.LDC2009T13,49887,APW_ENG_20070924.0640.LDC2009T13_2363_2366,APW_ENG_20070924.0640.LDC2009T13_2191_2195,jnf,arab,org:founded_by,,1,0.986
LTW_ENG_20071224.0044.LDC2009T13,70348,LTW_ENG_20071224.0044.LDC2009T13_225_235,LTW_ENG_20071224.0044.LDC2009T13_252_259,chris dodd,senator,per:title,,1,0.978
NYT_ENG_20080702.0079.LDC2009T13,220241,NYT_ENG_20080702.0079.LDC2009T13_4352_4379,NYT_ENG_20080702.0079.LDC2009T13_4292_4300,u.s. olympic taekwondo team,t. lopez,org:founded_by,,1,1
eng-WL-11-174598-12964855,113843,eng-WL-11-174598-12964855_31777_31791,eng-WL-11-174598-12964855_31769_31774,geri halliwell,chris,per:spouse,,1,0.942
eng-NG-31-147907-10553588,300353,eng-NG-31-147907-10553588_3508_3520,eng-NG-31-147907-10553588_3454_3471,prensa libre,gonzalo marroquín,org:founded_by,,1,0.994
APW_ENG_20071127.0420.LDC2009T13,260597,APW_ENG_20071127.0420.LDC2009T13_322_334,APW_ENG_20071127.0420.LDC2009T13_312_321,roh moo-hyun,president,per:title,t,1,1
APW_ENG_20070212.0078.LDC2009T13,339906,APW_ENG_20070212.0078.LDC2009T13_2692_2709,APW_ENG_20070212.0078.LDC2009T13_2751_2759,jesse jackson jr.,activist,per:title,,1,0.938
NYT_ENG_20071206.0073.LDC2009T13,197237,NYT_ENG_20071206.0073.LDC2009T13_1946_1964,NYT_ENG_20071206.0073.LDC2009T13_1866_1889,st. anselm college,paul christopher manuel,org:founded_by,,1,0.98
eng-WL-11-174611-12973972,323768,eng-WL-11-174611-12973972_6794_6807,eng-WL-11-174611-12973972_6809_6827,mara keisling,executive director,per:title,,1,0.942
NYT_ENG_20071127.0154.LDC2009T13,138775,NYT_ENG_20071127.0154.LDC2009T13_2339_2350,NYT_ENG_20071127.0154.LDC2009T13_2411_2415,white house,bush,org:founded_by,,1,0.966
APW_ENG_20071211.1546.LDC2009T13,61058,APW_ENG_20071211.1546.LDC2009T13_4116_4125,APW_ENG_20071211.1546.LDC2009T13_4185_4191,citigroup,pandit,org:founded_by,,1,0.928
APW_ENG_20070105.0716.LDC2009T13,179509,APW_ENG_20070105.0716.LDC2009T13_2325_2343,APW_ENG_20070105.0716.LDC2009T13_2298_2310,xinhua news agency,ali larijani,org:founded_by,,1,0.956
APW_ENG_20070330.0205.LDC2009T13,304058,APW_ENG_20070330.0205.LDC2009T13_4545_4555,APW_ENG_20070330.0205.LDC2009T13_4538_4544,john oates,singer,per:title,,1,1
eng-WL-11-174595-12968331,181419,eng-WL-11-174595-12968331_14742_14754,eng-WL-11-174595-12968331_14731_14738,public enemy,chuck d,org:founded_by,,1,0.932
AFP_ENG_20081105.0413.LDC2009T13,34896,AFP_ENG_20081105.0413.LDC2009T13_2971_2988,AFP_ENG_20081105.0413.LDC2009T13_3008_3016,liberal democrats,hamilton,org:founded_by,,1,0.968
eng-WL-11-174595-12968491,33075,eng-WL-11-174595-12968491_12777_12781,eng-WL-11-174595-12968491_12768_12772,gina,lisa,per:spouse,,1,0.958
AFP_ENG_20070315.0626.LDC2009T13,20505,AFP_ENG_20070315.0626.LDC2009T13_700_717,AFP_ENG_20070315.0626.LDC2009T13_760_766,bruce springsteen,cowell,per:spouse,,1,0.91
APW_ENG_20070416.0292.LDC2009T13,192481,APW_ENG_20070416.0292.LDC2009T13_938_945,APW_ENG_20070416.0292.LDC2009T13_963_974,madonna,guy ritchie,per:spouse,,1,0.994
AFP_ENG_20070121.0389.LDC2009T13,277264,AFP_ENG_20070121.0389.LDC2009T13_448_452,AFP_ENG_20070121.0389.LDC2009T13_371_386,sana,bashar al-assad,org:founded_by,,1,0.958
AFP_ENG_20070525.0016.LDC2009T13,88003,AFP_ENG_20070525.0016.LDC2009T13_3020_3035,AFP_ENG_20070525.0016.LDC2009T13_3010_3019,nicolas sarkozy,president,per:title,t,1,0.998
APW_ENG_20071106.0071.LDC2009T13,138695,APW_ENG_20071106.0071.LDC2009T13_1172_1187,APW_ENG_20071106.0071.LDC2009T13_1219_1258,cooper woodring,industrial designers society of america,per:employee_or_member_of,,1,0.95
APW_ENG_20070706.1216.LDC2009T13,315838,APW_ENG_20070706.1216.LDC2009T13_2855_2866,APW_ENG_20070706.1216.LDC2009T13_2868_2872,white house,bond,org:founded_by,,1,0.928
APW_ENG_20080107.0632.LDC2009T13,215408,APW_ENG_20080107.0632.LDC2009T13_428_442,APW_ENG_20080107.0632.LDC2009T13_350_360,george w. bush,journalist,per:title,,1,0.908
AFP_ENG_20080408.0512.LDC2009T13,254913,AFP_ENG_20080408.0512.LDC2009T13_2317_2329,AFP_ENG_20080408.0512.LDC2009T13_2307_2316,hamid karzai,president,per:title,,1,1
APW_ENG_20081208.0368.LDC2009T13,286630,APW_ENG_20081208.0368.LDC2009T13_2909_2925,APW_ENG_20081208.0368.LDC2009T13_2938_2949,associated press,tom krisher,org:founded_by,,1,0.922
eng-WL-11-174595-12968318,209132,eng-WL-11-174595-12968318_13361_13371,eng-WL-11-174595-12968318_13377_13390,full house,jodie sweetin,org:founded_by,,1,0.98
NYT_ENG_20070728.0068.LDC2009T13,4003,NYT_ENG_20070728.0068.LDC2009T13_1019_1042,NYT_ENG_20070728.0068.LDC2009T13_947_957,northeastern university,peter roby,org:founded_by,,1,0.996
APW_ENG_20080508.0780.LDC2009T13,15045,APW_ENG_20080508.0780.LDC2009T13_1374_1388,APW_ENG_20080508.0780.LDC2009T13_1358_1370,arden partners,david larkam,org:founded_by,,1,0.934
APW_ENG_20080131.0593.LDC2009T13,311951,APW_ENG_20080131.0593.LDC2009T13_1530_1537,APW_ENG_20080131.0593.LDC2009T13_1548_1560,samsung,yim jun-seok,org:founded_by,,1,0.966
AFP_ENG_20080309.0209.LDC2009T13,277021,AFP_ENG_20080309.0209.LDC2009T13_229_240,AFP_ENG_20080309.0209.LDC2009T13_220_228,tzipi livni,minister,per:title,,1,1
eng-WL-11-174587-12962092,347112,eng-WL-11-174587-12962092_377_390,eng-WL-11-174587-12962092_410_416,spencer pratt,sister,per:title,,1,1
NYT_ENG_20081211.0218.LDC2009T13,176810,NYT_ENG_20081211.0218.LDC2009T13_7334_7340,NYT_ENG_20081211.0218.LDC2009T13_7325_7329,andrew,mark,per:spouse,,1,0.934
eng-WL-11-174595-12968414,296047,eng-WL-11-174595-12968414_9066_9081,eng-WL-11-174595-12968414_9123_9135,david letterman,marc anthony,per:spouse,,1,0.976
eng-WL-11-174595-12968566,306589,eng-WL-11-174595-12968566_21280_21286,eng-WL-11-174595-12968566_21435_21439,candie,kohl,org:founded_by,,1,0.974
eng-WL-11-174588-12938684,226420,eng-WL-11-174588-12938684_32788_32792,eng-WL-11-174588-12938684_32797_32802,jake,reese,per:spouse,,1,0.986
AFP_ENG_20070806.0379.LDC2009T13,168269,AFP_ENG_20070806.0379.LDC2009T13_895_910,AFP_ENG_20070806.0379.LDC2009T13_877_884,hwang chang-gyu,samsung,per:employee_or_member_of,,1,0.948
XIN_ENG_20080303.0379.LDC2009T13,14495,XIN_ENG_20080303.0379.LDC2009T13_1796_1809,XIN_ENG_20080303.0379.LDC2009T13_1749_1758,rafael correa,president,per:title,,1,0.98
AFP_ENG_20081005.0084.LDC2009T13,150569,AFP_ENG_20081005.0084.LDC2009T13_1472_1477,AFP_ENG_20081005.0084.LDC2009T13_1464_1471,fidel,brother,per:title,,1,1
NYT_ENG_20070127.0098.LDC2009T13,284675,NYT_ENG_20070127.0098.LDC2009T13_5624_5637,NYT_ENG_20070127.0098.LDC2009T13_5599_5611,randy shannon,karl dorrell,per:spouse,,1,0.916
eng-WL-11-174598-12964840,175608,eng-WL-11-174598-12964840_5768_5779,eng-WL-11-174598-12964840_5654_5664,kevin mcgee,matt lucas,per:spouse,,1,0.996
LTW_ENG_20071009.0046.LDC2009T13,133317,LTW_ENG_20071009.0046.LDC2009T13_1302_1315,LTW_ENG_20071009.0046.LDC2009T13_1321_1338,betsy burnham,interior designer,per:title,,1,0.902
NYT_ENG_20070418.0154.LDC2009T13,137489,NYT_ENG_20070418.0154.LDC2009T13_520_523,NYT_ENG_20070418.0154.LDC2009T13_539_546,irs,everson,org:founded_by,,1,0.954
eng-WL-11-174595-12968331,174533,eng-WL-11-174595-12968331_1182_1196,eng-WL-11-174595-12968331_1249_1264,britney spears,kevin federline,per:spouse,t,1,0.972
NYT_ENG_20070206.0307.LDC2009T13,289147,NYT_ENG_20070206.0307.LDC2009T13_5114_5121,NYT_ENG_20070206.0307.LDC2009T13_5126_5140,palermo,bettina zilkha,per:spouse,,1,0.996
eng-WL-109-174581-12950591,296932,eng-WL-109-174581-12950591_16358_16363,eng-WL-109-174581-12950591_16346_16353,kevin,richard,per:spouse,,1,0.984
APW_ENG_20071116.0402.LDC2009T13,235389,APW_ENG_20071116.0402.LDC2009T13_5065_5068,APW_ENG_20071116.0402.LDC2009T13_5151_5170,lee,samsung electronics,per:employee_or_member_of,,1,0.998
NYT_ENG_20070129.0280.LDC2009T13,205363,NYT_ENG_20070129.0280.LDC2009T13_573_607,NYT_ENG_20070129.0280.LDC2009T13_533_555,house financial services committee,barney frank of newton,org:founded_by,,1,0.992
eng-WL-11-174583-12935669,86130,eng-WL-11-174583-12935669_30902_30911,eng-WL-11-174583-12935669_30884_30891,bloomberg,coulter,org:founded_by,,1,0.968
XIN_ENG_20071224.0296.LDC2009T13,277696,XIN_ENG_20071224.0296.LDC2009T13_438_449,XIN_ENG_20071224.0296.LDC2009T13_289_301,raul castro,fidel castro,per:siblings,,1,0.994
APW_ENG_20080113.0675.LDC2009T13,192493,APW_ENG_20080113.0675.LDC2009T13_509_520,APW_ENG_20080113.0675.LDC2009T13_564_584,tomas maier,the associated press,per:employee_or_member_of,,1,0.934
NYT_ENG_20071009.0171.LDC2009T13,74021,NYT_ENG_20071009.0171.LDC2009T13_2564_2586,NYT_ENG_20071009.0171.LDC2009T13_2496_2514,university of maryland,thomas f. schaller,org:founded_by,,1,0.98
LTW_ENG_20080309.0018.LDC2009T13,157702,LTW_ENG_20080309.0018.LDC2009T13_1383_1393,LTW_ENG_20080309.0018.LDC2009T13_1372_1382,john flynn,supervisor,per:title,,1,0.998
XIN_ENG_20070425.0092.LDC2009T13,85907,XIN_ENG_20070425.0092.LDC2009T13_572_585,XIN_ENG_20070425.0092.LDC2009T13_563_571,abbas araqchi,minister,per:title,,1,0.974
NYT_ENG_20081218.0193.LDC2009T13,129552,NYT_ENG_20081218.0193.LDC2009T13_2591_2596,NYT_ENG_20081218.0193.LDC2009T13_2598_2604,globe,dimasi,org:founded_by,,1,0.942
APW_ENG_20070705.0431.LDC2009T13,291002,APW_ENG_20070705.0431.LDC2009T13_1111_1129,APW_ENG_20070705.0431.LDC2009T13_1101_1110,konstantin shlykov,secretary,per:title,,1,0.996
eng-NG-31-142679-10067786,214583,eng-NG-31-142679-10067786_5553_5567,eng-NG-31-142679-10067786_5517_5520,foreign office,ali,org:founded_by,,1,0.966
eng-NG-31-142885-10104795,62631,eng-NG-31-142885-10104795_1947_1966,eng-NG-31-142885-10104795_1935_1945,baron de rothschild,rothschild,org:founded_by,,1,0.944
APW_ENG_20070711.1289.LDC2009T13,264654,APW_ENG_20070711.1289.LDC2009T13_1917_1932,APW_ENG_20070711.1289.LDC2009T13_1870_1886,federal reserve,henry m. paulson,org:founded_by,,1,0.974
NYT_ENG_20070604.0277.LDC2009T13,274317,NYT_ENG_20070604.0277.LDC2009T13_2375_2379,NYT_ENG_20070604.0277.LDC2009T13_2342_2346,ucla,taub,org:founded_by,,1,0.97
eng-WL-11-174588-12938684,224656,eng-WL-11-174588-12938684_22068_22076,eng-WL-11-174588-12938684_22057_22061,columbia,jake,org:founded_by,,1,0.916
AFP_ENG_20071004.0717.LDC2009T13,319040,AFP_ENG_20071004.0717.LDC2009T13_1608_1621,AFP_ENG_20071004.0717.LDC2009T13_1623_1629,time magazine,spears,org:founded_by,,1,0.942
XIN_ENG_20050522.0148.LDC2007T07,140869,XIN_ENG_20050522.0148.LDC2007T07_1000_1008,XIN_ENG_20050522.0148.LDC2007T07_1045_1055,karroubi,politician,per:title,,1,0.928
eng-WL-11-174596-12955566,78049,eng-WL-11-174596-12955566_2050_2063,eng-WL-11-174596-12955566_1828_1837,gavin schmidt,scientist,per:title,,1,0.912
