person1_id,person2_id,sentence_id,description,is_true,relation_id,id
eng-NG-31-140124-9873231_16_8,eng-NG-31-140124-9873231_16_31,eng-NG-31-140124-9873231_16,Chris Long-Howie Long,f,eng-NG-31-140124-9873231_16_8-eng-NG-31-140124-9873231_16_31,283494
eng-WL-110-174612-12991749_58_82,eng-WL-110-174612-12991749_58_119,eng-WL-110-174612-12991749_58,Mary J. Blige-Gwen Stefani,f,eng-WL-110-174612-12991749_58_82-eng-WL-110-174612-12991749_58_119,112621
NYT_ENG_20070815.0038.LDC2009T13_143_35,NYT_ENG_20070815.0038.LDC2009T13_143_63,NYT_ENG_20070815.0038.LDC2009T13_143,Lauren Bacall-George Burns,f,NYT_ENG_20070815.0038.LDC2009T13_143_35-NYT_ENG_20070815.0038.LDC2009T13_143_63,243886
NYT_ENG_20070927.0170.LDC2009T13_1343_33,NYT_ENG_20070927.0170.LDC2009T13_1343_20,NYT_ENG_20070927.0170.LDC2009T13_1343,Penny Fuller-Hallie Foote,f,NYT_ENG_20070927.0170.LDC2009T13_1343_33-NYT_ENG_20070927.0170.LDC2009T13_1343_20,32105
eng-NG-31-143202-10159272_323_37,eng-NG-31-143202-10159272_323_9,eng-NG-31-143202-10159272_323,David Parker-Victoria Duffy,f,eng-NG-31-143202-10159272_323_37-eng-NG-31-143202-10159272_323_9,166331
AFP_ENG_20080202.0272.LDC2009T13_271_14,AFP_ENG_20080202.0272.LDC2009T13_271_29,AFP_ENG_20080202.0272.LDC2009T13_271,Robert Kennedy-Kennedy,f,AFP_ENG_20080202.0272.LDC2009T13_271_14-AFP_ENG_20080202.0272.LDC2009T13_271_29,118560
AFP_ENG_20080309.0112.LDC2009T13_347_24,AFP_ENG_20080309.0112.LDC2009T13_347_8,AFP_ENG_20080309.0112.LDC2009T13_347,Carla Bruni-Cecilia,f,AFP_ENG_20080309.0112.LDC2009T13_347_24-AFP_ENG_20080309.0112.LDC2009T13_347_8,118492
eng-WL-110-174612-12992696_64_16,eng-WL-110-174612-12992696_64_26,eng-WL-110-174612-12992696_64,Robin Thicke-Jermaine Dupri,f,eng-WL-110-174612-12992696_64_16-eng-WL-110-174612-12992696_64_26,260749
33710@8_11,33710@8_3,33710@8,Romney-Ann Romney,f,33710@8_11-33710@8_3,153222
NYT_ENG_20071024.0173.LDC2009T13_464_28,NYT_ENG_20071024.0173.LDC2009T13_464_21,NYT_ENG_20071024.0173.LDC2009T13_464,Fionnula Flanagan-Jeffrey Tambor,f,NYT_ENG_20071024.0173.LDC2009T13_464_28-NYT_ENG_20071024.0173.LDC2009T13_464_21,87165
AFP_ENG_20070525.0213.LDC2009T13_74_15,AFP_ENG_20070525.0213.LDC2009T13_74_6,AFP_ENG_20070525.0213.LDC2009T13_74,Jude Law-Leonardo DiCaprio,f,AFP_ENG_20070525.0213.LDC2009T13_74_15-AFP_ENG_20070525.0213.LDC2009T13_74_6,232366
149566@5_32,149566@5_51,149566@5,Barack Obama-Obama,f,149566@5_32-149566@5_51,58508
XIN_ENG_20081117.0102.LDC2009T13_254_28,XIN_ENG_20081117.0102.LDC2009T13_254_22,XIN_ENG_20081117.0102.LDC2009T13_254,Lee Kuan Yew-Goh Chok Tong,f,XIN_ENG_20081117.0102.LDC2009T13_254_28-XIN_ENG_20081117.0102.LDC2009T13_254_22,189377
1686@34_6,1686@34_18,1686@34,Jennifer Granholm-Carl Levin,f,1686@34_6-1686@34_18,58496
APW_ENG_20071116.0102.LDC2009T13_316_6,APW_ENG_20071116.0102.LDC2009T13_316_17,APW_ENG_20071116.0102.LDC2009T13_316,Laila Ali-Muhammad Ali,f,APW_ENG_20071116.0102.LDC2009T13_316_6-APW_ENG_20071116.0102.LDC2009T13_316_17,178592
APW_ENG_20080201.0077.LDC2009T13_311_33,APW_ENG_20080201.0077.LDC2009T13_311_6,APW_ENG_20080201.0077.LDC2009T13_311,Philip Seymour Hoffman-Sam Mendes,f,APW_ENG_20080201.0077.LDC2009T13_311_33-APW_ENG_20080201.0077.LDC2009T13_311_6,139936
148797@19_17,148797@19_30,148797@19,Gregory Jbara-Carole Shelley,f,148797@19_17-148797@19_30,114702
NYT_ENG_20080121.0019.LDC2009T13_41_14,NYT_ENG_20080121.0019.LDC2009T13_41_21,NYT_ENG_20080121.0019.LDC2009T13_41,Olivia Manning-Abby McGrew,f,NYT_ENG_20080121.0019.LDC2009T13_41_14-NYT_ENG_20080121.0019.LDC2009T13_41_21,74026
102122@21_57,102122@21_26,102122@21,Diane Schuur-Frank Sinatra,f,102122@21_57-102122@21_26,94814
APW_ENG_20070508.0246.LDC2009T13_49_28,APW_ENG_20070508.0246.LDC2009T13_49_35,APW_ENG_20070508.0246.LDC2009T13_49,Philip-Laura Bush,f,APW_ENG_20070508.0246.LDC2009T13_49_28-APW_ENG_20070508.0246.LDC2009T13_49_35,32193
59970@28_44,59970@28_50,59970@28,Chris Rock-George Clooney,f,59970@28_44-59970@28_50,77816
APW_ENG_20071225.0078.LDC2009T13_947_7,APW_ENG_20071225.0078.LDC2009T13_947_21,APW_ENG_20071225.0078.LDC2009T13_947,Peterson-Peterson,f,APW_ENG_20071225.0078.LDC2009T13_947_7-APW_ENG_20071225.0078.LDC2009T13_947_21,31472
APW_ENG_20070524.0883.LDC2009T13_361_6,APW_ENG_20070524.0883.LDC2009T13_361_36,APW_ENG_20070524.0883.LDC2009T13_361,Matt Damon-Toni Collette,f,APW_ENG_20070524.0883.LDC2009T13_361_6-APW_ENG_20070524.0883.LDC2009T13_361_36,26964
AFP_ENG_20081006.0454.LDC2009T13_261_12,AFP_ENG_20081006.0454.LDC2009T13_261_0,AFP_ENG_20081006.0454.LDC2009T13_261,Mehli Mehta-Zubin Mehta,f,AFP_ENG_20081006.0454.LDC2009T13_261_12-AFP_ENG_20081006.0454.LDC2009T13_261_0,41532
AFP_ENG_20080402.0707.LDC2009T13_447_2,AFP_ENG_20080402.0707.LDC2009T13_447_12,AFP_ENG_20080402.0707.LDC2009T13_447,Serena Williams-Venus Williams,f,AFP_ENG_20080402.0707.LDC2009T13_447_2-AFP_ENG_20080402.0707.LDC2009T13_447_12,121916
APW_ENG_20070822.1100.LDC2009T13_517_17,APW_ENG_20070822.1100.LDC2009T13_517_20,APW_ENG_20070822.1100.LDC2009T13_517,Javier Mascherano-Luis Gonzalez,f,APW_ENG_20070822.1100.LDC2009T13_517_17-APW_ENG_20070822.1100.LDC2009T13_517_20,180175
NYT_ENG_20070928.0137.LDC2009T13_28_6,NYT_ENG_20070928.0137.LDC2009T13_28_2,NYT_ENG_20070928.0137.LDC2009T13_28,Julie Benz-Michael C. Hall,f,NYT_ENG_20070928.0137.LDC2009T13_28_6-NYT_ENG_20070928.0137.LDC2009T13_28_2,206786
35870@49_16,35870@49_25,35870@49,Thomas Jefferson-Jefferson,f,35870@49_16-35870@49_25,97438
NYT_ENG_20080223.0157.LDC2009T13_231_44,NYT_ENG_20080223.0157.LDC2009T13_231_41,NYT_ENG_20080223.0157.LDC2009T13_231,Dennis Quaid-Lisa Kudrow,f,NYT_ENG_20080223.0157.LDC2009T13_231_44-NYT_ENG_20080223.0157.LDC2009T13_231_41,188299
92804@23_17,92804@23_10,92804@23,Michael Douglas-Michael Bloomberg,f,92804@23_17-92804@23_10,141272
eng-WL-110-174612-12993785_51_40,eng-WL-110-174612-12993785_51_43,eng-WL-110-174612-12993785_51,Toni Braxton-Frankie J,f,eng-WL-110-174612-12993785_51_40-eng-WL-110-174612-12993785_51_43,141680
eng-WL-11-174583-12935045_24_17,eng-WL-11-174583-12935045_24_28,eng-WL-11-174583-12935045_24,Elisabetta Canalis-Cindy Crawford,f,eng-WL-11-174583-12935045_24_17-eng-WL-11-174583-12935045_24_28,32158
LTW_ENG_20070414.0104.LDC2009T13_164_12,LTW_ENG_20070414.0104.LDC2009T13_164_14,LTW_ENG_20070414.0104.LDC2009T13_164,Mary-Mary,f,LTW_ENG_20070414.0104.LDC2009T13_164_12-LTW_ENG_20070414.0104.LDC2009T13_164_14,94216
NYT_ENG_20070321.0258.LDC2009T13_8_6,NYT_ENG_20070321.0258.LDC2009T13_8_19,NYT_ENG_20070321.0258.LDC2009T13_8,Hillary Rodham Clinton-Barack Obama,f,NYT_ENG_20070321.0258.LDC2009T13_8_6-NYT_ENG_20070321.0258.LDC2009T13_8_19,226755
eng-NG-31-101177-10944963_741_30,eng-NG-31-101177-10944963_741_24,eng-NG-31-101177-10944963_741,Thomas-David,f,eng-NG-31-101177-10944963_741_30-eng-NG-31-101177-10944963_741_24,99892
NYT_ENG_20071120.0080.LDC2009T13_282_12,NYT_ENG_20071120.0080.LDC2009T13_282_23,NYT_ENG_20071120.0080.LDC2009T13_282,Barack Obama-Ann Dunham,f,NYT_ENG_20071120.0080.LDC2009T13_282_12-NYT_ENG_20071120.0080.LDC2009T13_282_23,129667
eng-NG-31-142500-10052021_348_25,eng-NG-31-142500-10052021_348_60,eng-NG-31-142500-10052021_348,Cain-Cain,f,eng-NG-31-142500-10052021_348_25-eng-NG-31-142500-10052021_348_60,142551
APW_ENG_20080527.0149.LDC2009T13_398_47,APW_ENG_20080527.0149.LDC2009T13_398_39,APW_ENG_20080527.0149.LDC2009T13_398,Tom Cruise-Robert Mitchum,f,APW_ENG_20080527.0149.LDC2009T13_398_47-APW_ENG_20080527.0149.LDC2009T13_398_39,101919
eng-NG-31-126487-12055788_413_30,eng-NG-31-126487-12055788_413_36,eng-NG-31-126487-12055788_413,Helena Christensen-Mariella Frostrup,f,eng-NG-31-126487-12055788_413_30-eng-NG-31-126487-12055788_413_36,86538
NYT_ENG_20070722.0041.LDC2009T13_526_30,NYT_ENG_20070722.0041.LDC2009T13_526_7,NYT_ENG_20070722.0041.LDC2009T13_526,Charles-Sophia Loren,f,NYT_ENG_20070722.0041.LDC2009T13_526_30-NYT_ENG_20070722.0041.LDC2009T13_526_7,284324
eng-WL-11-174579-12936423_21_7,eng-WL-11-174579-12936423_21_21,eng-WL-11-174579-12936423_21,Paul McCartney-Uma Thurman,f,eng-WL-11-174579-12936423_21_7-eng-WL-11-174579-12936423_21_21,144153
eng-WL-11-174595-12967707_213_15,eng-WL-11-174595-12967707_213_36,eng-WL-11-174595-12967707_213,Nick Lachey-Drew Lachey,f,eng-WL-11-174595-12967707_213_15-eng-WL-11-174595-12967707_213_36,51114
AFP_ENG_20070227.0266.LDC2009T13_338_19,AFP_ENG_20070227.0266.LDC2009T13_338_31,AFP_ENG_20070227.0266.LDC2009T13_338,Dean Jones-Andrew Symonds,f,AFP_ENG_20070227.0266.LDC2009T13_338_19-AFP_ENG_20070227.0266.LDC2009T13_338_31,46822
eng-WL-110-174612-12993825_103_42,eng-WL-110-174612-12993825_103_60,eng-WL-110-174612-12993825_103,Toni Braxton-Angie Stone,f,eng-WL-110-174612-12993825_103_42-eng-WL-110-174612-12993825_103_60,259578
eng-NG-31-143446-10242527_405_12,eng-NG-31-143446-10242527_405_14,eng-NG-31-143446-10242527_405,Hur-Moses,f,eng-NG-31-143446-10242527_405_12-eng-NG-31-143446-10242527_405_14,29975
AFP_ENG_20081127.0748.LDC2009T13_100_27,AFP_ENG_20081127.0748.LDC2009T13_100_19,AFP_ENG_20081127.0748.LDC2009T13_100,Lee Hsien Loong-Lee Kuan Yew,f,AFP_ENG_20081127.0748.LDC2009T13_100_27-AFP_ENG_20081127.0748.LDC2009T13_100_19,64791
AFP_ENG_20080410.0043.LDC2009T13_10_5,AFP_ENG_20080410.0043.LDC2009T13_10_46,AFP_ENG_20080410.0043.LDC2009T13_10,Carla Bruni-Michel Comte,f,AFP_ENG_20080410.0043.LDC2009T13_10_5-AFP_ENG_20080410.0043.LDC2009T13_10_46,253692
eng-WL-110-174612-12992871_77_51,eng-WL-110-174612-12992871_77_18,eng-WL-110-174612-12992871_77,Keri Hilson-Claudette Ortiz,f,eng-WL-110-174612-12992871_77_51-eng-WL-110-174612-12992871_77_18,55900
APW_ENG_20070114.0222.LDC2009T13_183_79,APW_ENG_20070114.0222.LDC2009T13_183_88,APW_ENG_20070114.0222.LDC2009T13_183,Scott Styris-Daniel Vettori,f,APW_ENG_20070114.0222.LDC2009T13_183_79-APW_ENG_20070114.0222.LDC2009T13_183_88,167699
LTW_ENG_20070707.0069.LDC2009T13_253_18,LTW_ENG_20070707.0069.LDC2009T13_253_52,LTW_ENG_20070707.0069.LDC2009T13_253,Donald Trump-Catherine Zeta-Jones,f,LTW_ENG_20070707.0069.LDC2009T13_253_18-LTW_ENG_20070707.0069.LDC2009T13_253_52,167286
eng-WL-110-174612-12993753_8_64,eng-WL-110-174612-12993753_8_61,eng-WL-110-174612-12993753_8,Mariah Carey-Jermaine Dupri,f,eng-WL-110-174612-12993753_8_64-eng-WL-110-174612-12993753_8_61,283683
APW_ENG_20070617.0832.LDC2009T13_93_27,APW_ENG_20070617.0832.LDC2009T13_93_21,APW_ENG_20070617.0832.LDC2009T13_93,Katie Holmes-Victoria,f,APW_ENG_20070617.0832.LDC2009T13_93_27-APW_ENG_20070617.0832.LDC2009T13_93_21,195589
eng-WL-11-174583-12935045_24_28,eng-WL-11-174583-12935045_24_17,eng-WL-11-174583-12935045_24,Cindy Crawford-Elisabetta Canalis,f,eng-WL-11-174583-12935045_24_28-eng-WL-11-174583-12935045_24_17,165105
APW_ENG_20070114.0222.LDC2009T13_183_7,APW_ENG_20070114.0222.LDC2009T13_183_43,APW_ENG_20070114.0222.LDC2009T13_183,Nathan Astle-Chris Martin,f,APW_ENG_20070114.0222.LDC2009T13_183_7-APW_ENG_20070114.0222.LDC2009T13_183_43,14857
eng-WL-11-174611-12982917_191_35,eng-WL-11-174611-12982917_191_23,eng-WL-11-174611-12982917_191,Mamie Gummer-Matthew Lillard,f,eng-WL-11-174611-12982917_191_35-eng-WL-11-174611-12982917_191_23,148920
eng-WL-110-174612-12993478_97_4,eng-WL-110-174612-12993478_97_57,eng-WL-110-174612-12993478_97,Mary J. Blige-Monica,f,eng-WL-110-174612-12993478_97_4-eng-WL-110-174612-12993478_97_57,105984
eng-NG-31-149627-10595654_995_10,eng-NG-31-149627-10595654_995_22,eng-NG-31-149627-10595654_995,Jacob-Joseph,f,eng-NG-31-149627-10595654_995_10-eng-NG-31-149627-10595654_995_22,207010
NYT_ENG_20070506.0001.LDC2009T13_30_9,NYT_ENG_20070506.0001.LDC2009T13_30_0,NYT_ENG_20070506.0001.LDC2009T13_30,Red Skelton-Jackie Gleason,f,NYT_ENG_20070506.0001.LDC2009T13_30_9-NYT_ENG_20070506.0001.LDC2009T13_30_0,72635
103959@26_22,103959@26_50,103959@26,Penn Jillette-Steve Guttenberg,f,103959@26_22-103959@26_50,266969
NYT_ENG_20071020.0014.LDC2009T13_855_83,NYT_ENG_20071020.0014.LDC2009T13_855_17,NYT_ENG_20071020.0014.LDC2009T13_855,Don Wilson-Adam,f,NYT_ENG_20071020.0014.LDC2009T13_855_83-NYT_ENG_20071020.0014.LDC2009T13_855_17,132056
eng-WL-110-174612-12992452_59_14,eng-WL-110-174612-12992452_59_24,eng-WL-110-174612-12992452_59,Janet Jackson-Toni Braxton,f,eng-WL-110-174612-12992452_59_14-eng-WL-110-174612-12992452_59_24,259666
AFP_ENG_20071104.0232.LDC2009T13_40_16,AFP_ENG_20071104.0232.LDC2009T13_40_7,AFP_ENG_20071104.0232.LDC2009T13_40,Hosni Mubarak-Gamal Mubarak,f,AFP_ENG_20071104.0232.LDC2009T13_40_16-AFP_ENG_20071104.0232.LDC2009T13_40_7,51449
APW_ENG_20071003.0033.LDC2009T13_453_34,APW_ENG_20071003.0033.LDC2009T13_453_0,APW_ENG_20071003.0033.LDC2009T13_453,Dick DeVos-Prince,f,APW_ENG_20071003.0033.LDC2009T13_453_34-APW_ENG_20071003.0033.LDC2009T13_453_0,70836
NYT_ENG_20070208.0130.LDC2009T13_653_7,NYT_ENG_20070208.0130.LDC2009T13_653_2,NYT_ENG_20070208.0130.LDC2009T13_653,Thomas Harris-Peter Webber,f,NYT_ENG_20070208.0130.LDC2009T13_653_7-NYT_ENG_20070208.0130.LDC2009T13_653_2,122795
NYT_ENG_20080903.0081.LDC2009T13_762_38,NYT_ENG_20080903.0081.LDC2009T13_762_24,NYT_ENG_20080903.0081.LDC2009T13_762,Jeff Goldblum-Seth,f,NYT_ENG_20080903.0081.LDC2009T13_762_38-NYT_ENG_20080903.0081.LDC2009T13_762_24,187509
60823@31_36,60823@31_9,60823@31,Phedon Papamichael-James Mangold,f,60823@31_36-60823@31_9,212514
eng-WL-110-174612-12993964_34_61,eng-WL-110-174612-12993964_34_52,eng-WL-110-174612-12993964_34,Christina Milian-Justin Timberlake,f,eng-WL-110-174612-12993964_34_61-eng-WL-110-174612-12993964_34_52,65599
138871@0_36,138871@0_13,138871@0,David Duchovny-Julie Benz,f,138871@0_36-138871@0_13,1830
93681@30_2,93681@30_19,93681@30,Chad Michael Murray-Nathan Scott,f,93681@30_2-93681@30_19,41774
eng-WL-110-174612-12992620_141_40,eng-WL-110-174612-12992620_141_43,eng-WL-110-174612-12992620_141,Toni Braxton-Claudette Ortiz,f,eng-WL-110-174612-12992620_141_40-eng-WL-110-174612-12992620_141_43,183665
APW_ENG_20070207.1833.LDC2009T13_387_59,APW_ENG_20070207.1833.LDC2009T13_387_26,APW_ENG_20070207.1833.LDC2009T13_387,Joey Barton-Phil Neville,f,APW_ENG_20070207.1833.LDC2009T13_387_59-APW_ENG_20070207.1833.LDC2009T13_387_26,45345
eng-NG-31-141834-9971829_572_24,eng-NG-31-141834-9971829_572_60,eng-NG-31-141834-9971829_572,Martin Sheen-Julius Nyerere,f,eng-NG-31-141834-9971829_572_24-eng-NG-31-141834-9971829_572_60,30152
NYT_ENG_20080120.0027.LDC2009T13_2114_11,NYT_ENG_20080120.0027.LDC2009T13_2114_22,NYT_ENG_20080120.0027.LDC2009T13_2114,Ann Richards-Arnold Schwarzenegger,f,NYT_ENG_20080120.0027.LDC2009T13_2114_11-NYT_ENG_20080120.0027.LDC2009T13_2114_22,36571
eng-WL-108-174570-12989138_200_25,eng-WL-108-174570-12989138_200_31,eng-WL-108-174570-12989138_200,Natalie Imbruglia-Debbie Matenopoulos,f,eng-WL-108-174570-12989138_200_25-eng-WL-108-174570-12989138_200_31,29597
NYT_ENG_20070222.0017.LDC2009T13_399_14,NYT_ENG_20070222.0017.LDC2009T13_399_17,NYT_ENG_20070222.0017.LDC2009T13_399,Derek Jeter-Alex Rodriguez,f,NYT_ENG_20070222.0017.LDC2009T13_399_14-NYT_ENG_20070222.0017.LDC2009T13_399_17,223848
LTW_ENG_20081024.0083.LDC2009T13_256_54,LTW_ENG_20081024.0083.LDC2009T13_256_85,LTW_ENG_20081024.0083.LDC2009T13_256,Matthew Modine-Tom Fontana,f,LTW_ENG_20081024.0083.LDC2009T13_256_54-LTW_ENG_20081024.0083.LDC2009T13_256_85,110747
eng-WL-110-174612-12992659_83_24,eng-WL-110-174612-12992659_83_21,eng-WL-110-174612-12992659_83,Jennifer Hudson-Damon Thomas,f,eng-WL-110-174612-12992659_83_24-eng-WL-110-174612-12992659_83_21,169724
NYT_ENG_20070719.0024.LDC2009T13_214_14,NYT_ENG_20070719.0024.LDC2009T13_214_17,NYT_ENG_20070719.0024.LDC2009T13_214,Charlie Chaplin-Mary Pickford,f,NYT_ENG_20070719.0024.LDC2009T13_214_14-NYT_ENG_20070719.0024.LDC2009T13_214_17,15288
eng-WL-11-174585-12939928_12_19,eng-WL-11-174585-12939928_12_7,eng-WL-11-174585-12939928_12,Daisy Donovan-Keeley Hawes,f,eng-WL-11-174585-12939928_12_19-eng-WL-11-174585-12939928_12_7,10942
LTW_ENG_20080904.0084.LDC2009T13_195_0,LTW_ENG_20080904.0084.LDC2009T13_195_7,LTW_ENG_20080904.0084.LDC2009T13_195,Phillips-John Phillips,f,LTW_ENG_20080904.0084.LDC2009T13_195_0-LTW_ENG_20080904.0084.LDC2009T13_195_7,242367
27935@3_0,27935@3_42,27935@3,Clinton-Bill Clinton,f,27935@3_0-27935@3_42,96816
NYT_ENG_20070602.0029.LDC2009T13_76_59,NYT_ENG_20070602.0029.LDC2009T13_76_71,NYT_ENG_20070602.0029.LDC2009T13_76,Audrey Hepburn-Joan Collins,f,NYT_ENG_20070602.0029.LDC2009T13_76_59-NYT_ENG_20070602.0029.LDC2009T13_76_71,68331
APW_ENG_20070508.1278.LDC2009T13_254_41,APW_ENG_20070508.1278.LDC2009T13_254_0,APW_ENG_20070508.1278.LDC2009T13_254,Dario Franchitti-Michael Andretti,f,APW_ENG_20070508.1278.LDC2009T13_254_41-APW_ENG_20070508.1278.LDC2009T13_254_0,272255
AFP_ENG_20070201.0301.LDC2009T13_11_0,AFP_ENG_20070201.0301.LDC2009T13_11_9,AFP_ENG_20070201.0301.LDC2009T13_11,Nelson Mandela-Adelaide Tambo,f,AFP_ENG_20070201.0301.LDC2009T13_11_0-AFP_ENG_20070201.0301.LDC2009T13_11_9,272410
NYT_ENG_20080224.0003.LDC2009T13_412_41,NYT_ENG_20080224.0003.LDC2009T13_412_1,NYT_ENG_20080224.0003.LDC2009T13_412,Barack Obama-Cindy McCain,f,NYT_ENG_20080224.0003.LDC2009T13_412_41-NYT_ENG_20080224.0003.LDC2009T13_412_1,16299
APW_ENG_20080407.0566.LDC2009T13_108_25,APW_ENG_20080407.0566.LDC2009T13_108_28,APW_ENG_20080407.0566.LDC2009T13_108,Billy Crystal-Robin Williams,f,APW_ENG_20080407.0566.LDC2009T13_108_25-APW_ENG_20080407.0566.LDC2009T13_108_28,83786
LTW_ENG_20070825.0108.LDC2009T13_76_26,LTW_ENG_20070825.0108.LDC2009T13_76_32,LTW_ENG_20070825.0108.LDC2009T13_76,George Gobel-Jack Jones,f,LTW_ENG_20070825.0108.LDC2009T13_76_26-LTW_ENG_20070825.0108.LDC2009T13_76_32,260894
APW_ENG_20070717.0296.LDC2009T13_343_40,APW_ENG_20070717.0296.LDC2009T13_343_14,APW_ENG_20070717.0296.LDC2009T13_343,Al Gore-Meg Ryan,f,APW_ENG_20070717.0296.LDC2009T13_343_40-APW_ENG_20070717.0296.LDC2009T13_343_14,234699
65923@21_18,65923@21_10,65923@21,Julie Benz-Jennifer Carpenter,f,65923@21_18-65923@21_10,194308
39154@3_53,39154@3_59,39154@3,Janet Leigh-Audrey Hepburn,f,39154@3_53-39154@3_59,21722
LTW_ENG_20070105.0056.LDC2009T13_214_17,LTW_ENG_20070105.0056.LDC2009T13_214_6,LTW_ENG_20070105.0056.LDC2009T13_214,Deborah-David,f,LTW_ENG_20070105.0056.LDC2009T13_214_17-LTW_ENG_20070105.0056.LDC2009T13_214_6,146960
143306@0_27,143306@0_11,143306@0,John Turturro-Art Linson,f,143306@0_27-143306@0_11,114011
NYT_ENG_20081211.0099.LDC2009T13_1333_39,NYT_ENG_20081211.0099.LDC2009T13_1333_42,NYT_ENG_20081211.0099.LDC2009T13_1333,Kyle Eastwood-Michael Stevens,f,NYT_ENG_20081211.0099.LDC2009T13_1333_39-NYT_ENG_20081211.0099.LDC2009T13_1333_42,265513
134653@9_13,134653@9_52,134653@9,Oliver Stone-Sean Penn,f,134653@9_13-134653@9_52,267538
58388@29_1,58388@29_12,58388@29,Elizabeth Edwards-John black,f,58388@29_1-58388@29_12,41320
APW_ENG_20070709.0049.LDC2009T13_319_30,APW_ENG_20070709.0049.LDC2009T13_319_49,APW_ENG_20070709.0049.LDC2009T13_319,Esteban Cambiasso-Carlos Tevez,f,APW_ENG_20070709.0049.LDC2009T13_319_30-APW_ENG_20070709.0049.LDC2009T13_319_49,162327
eng-WL-110-174612-12991250_90_16,eng-WL-110-174612-12991250_90_3,eng-WL-110-174612-12991250_90,Britney Spears-James Morrison,f,eng-WL-110-174612-12991250_90_16-eng-WL-110-174612-12991250_90_3,122799
APW_ENG_20030821.0459.LDC2007T07_577_26,APW_ENG_20030821.0459.LDC2007T07_577_17,APW_ENG_20030821.0459.LDC2007T07_577,Majid-Hussein Kamel al-Majid,f,APW_ENG_20030821.0459.LDC2007T07_577_26-APW_ENG_20030821.0459.LDC2007T07_577_17,240594
NYT_ENG_20070313.0049.LDC2009T13_1059_32,NYT_ENG_20070313.0049.LDC2009T13_1059_29,NYT_ENG_20070313.0049.LDC2009T13_1059,Madonna-Eric Clapton,f,NYT_ENG_20070313.0049.LDC2009T13_1059_32-NYT_ENG_20070313.0049.LDC2009T13_1059_29,163585
NYT_ENG_20080321.0130.LDC2009T13_985_35,NYT_ENG_20080321.0130.LDC2009T13_985_50,NYT_ENG_20080321.0130.LDC2009T13_985,Michael-Tamela Mann,f,NYT_ENG_20080321.0130.LDC2009T13_985_35-NYT_ENG_20080321.0130.LDC2009T13_985_50,165414
LTW_ENG_20070717.0113.LDC2009T13_23_56,LTW_ENG_20070717.0113.LDC2009T13_23_63,LTW_ENG_20070717.0113.LDC2009T13_23,Tobey Maguire-Jamie Lee Curtis,f,LTW_ENG_20070717.0113.LDC2009T13_23_56-LTW_ENG_20070717.0113.LDC2009T13_23_63,109112
APW_ENG_20080825.0032.LDC2009T13_157_18,APW_ENG_20080825.0032.LDC2009T13_157_29,APW_ENG_20080825.0032.LDC2009T13_157,Angelina Jolie-Oliver Stone,f,APW_ENG_20080825.0032.LDC2009T13_157_18-APW_ENG_20080825.0032.LDC2009T13_157_29,123077
45172@25_28,45172@25_19,45172@25,Natasha Richardson-Toni Collette,f,45172@25_28-45172@25_19,135917
NYT_ENG_20070601.0142.LDC2009T13_536_37,NYT_ENG_20070601.0142.LDC2009T13_536_19,NYT_ENG_20070601.0142.LDC2009T13_536,Bill Cowher-Ty Murray,f,NYT_ENG_20070601.0142.LDC2009T13_536_37-NYT_ENG_20070601.0142.LDC2009T13_536_19,189306
LTW_ENG_20080829.0094.LDC2009T13_187_53,LTW_ENG_20080829.0094.LDC2009T13_187_11,LTW_ENG_20080829.0094.LDC2009T13_187,Annette Bening-Kate Capshaw,f,LTW_ENG_20080829.0094.LDC2009T13_187_53-LTW_ENG_20080829.0094.LDC2009T13_187_11,279377
NYT_ENG_20080302.0055.LDC2009T13_435_38,NYT_ENG_20080302.0055.LDC2009T13_435_43,NYT_ENG_20080302.0055.LDC2009T13_435,Frank McCourt-David Stern,f,NYT_ENG_20080302.0055.LDC2009T13_435_38-NYT_ENG_20080302.0055.LDC2009T13_435_43,19169
NYT_ENG_20080426.0103.LDC2009T13_905_34,NYT_ENG_20080426.0103.LDC2009T13_905_27,NYT_ENG_20080426.0103.LDC2009T13_905,Robert-Peter,f,NYT_ENG_20080426.0103.LDC2009T13_905_34-NYT_ENG_20080426.0103.LDC2009T13_905_27,90819
eng-WL-109-174581-12950834_17_46,eng-WL-109-174581-12950834_17_31,eng-WL-109-174581-12950834_17,Josh Hartnett-Tom Cruise,f,eng-WL-109-174581-12950834_17_46-eng-WL-109-174581-12950834_17_31,203570
eng-NG-31-132230-9438388_271_5,eng-NG-31-132230-9438388_271_9,eng-NG-31-132230-9438388_271,Abraham-Jacob,f,eng-NG-31-132230-9438388_271_5-eng-NG-31-132230-9438388_271_9,201710
73590@30_5,73590@30_25,73590@30,Cynthia Nixon-Vincent Pastore,f,73590@30_5-73590@30_25,60038
NYT_ENG_20070902.0160.LDC2009T13_1132_26,NYT_ENG_20070902.0160.LDC2009T13_1132_20,NYT_ENG_20070902.0160.LDC2009T13_1132,Ralph Lauren-Ralph Lauren,f,NYT_ENG_20070902.0160.LDC2009T13_1132_26-NYT_ENG_20070902.0160.LDC2009T13_1132_20,184630
