doc_id,id,mid1,mid2,word1,word2,rel,is_correct
eng-WL-11-174611-12980606,147050,eng-WL-11-174611-12980606_377_392,eng-WL-11-174611-12980606_349_364,portia de rossi,ellen degeneres,per:spouse,t
eng-WL-11-174598-12964778,191070,eng-WL-11-174598-12964778_39224_39230,eng-WL-11-174598-12964778_39215_39219,ashton,demi,per:spouse,t
eng-WL-11-174594-12961460,153781,eng-WL-11-174594-12961460_1022_1029,eng-WL-11-174594-12961460_871_881,britney,jamie lynn,per:siblings,t
eng-WL-11-174598-12965171,36281,eng-WL-11-174598-12965171_26115_26128,eng-WL-11-174598-12965171_26100_26113,david cassidy,katie cassidy,per:children,t
APW_ENG_20081216.1316.LDC2009T13,253962,APW_ENG_20081216.1316.LDC2009T13_3891_3906,APW_ENG_20081216.1316.LDC2009T13_3955_3964,felipe calderon,president,per:title,t
APW_ENG_20070407.0155.LDC2009T13,174543,APW_ENG_20070407.0155.LDC2009T13_2436_2451,APW_ENG_20070407.0155.LDC2009T13_2426_2435,felipe calderon,president,per:title,t
NYT_ENG_20071211.0072.LDC2009T13,153764,NYT_ENG_20071211.0072.LDC2009T13_3998_4007,NYT_ENG_20071211.0072.LDC2009T13_4030_4047,citigroup,old lane partners,org:subsidiaries,t
eng-WL-11-174595-12968424,8727,eng-WL-11-174595-12968424_2734_2749,eng-WL-11-174595-12968424_2806_2813,kevin federline,britney,per:spouse,t
NYT_ENG_20071206.0073.LDC2009T13,190998,NYT_ENG_20071206.0073.LDC2009T13_714_726,NYT_ENG_20071206.0073.LDC2009T13_735_743,barack obama,michelle,per:spouse,t
eng-WL-11-174598-12964802,160841,eng-WL-11-174598-12964802_18131_18144,eng-WL-11-174598-12964802_18122_18130,phil bredesen,governor,per:title,t
APW_ENG_20070413.1297.LDC2009T13,185192,APW_ENG_20070413.1297.LDC2009T13_960_973,APW_ENG_20070413.1297.LDC2009T13_991_1005,vikram pandit,morgan stanley,per:employee_or_member_of,t
AFP_ENG_20080304.0271.LDC2009T13,47016,AFP_ENG_20080304.0271.LDC2009T13_2356_2361,AFP_ENG_20080304.0271.LDC2009T13_2400_2413,unita,jonas savimbi,org:founded_by,t
LTW_ENG_20070203.0110.LDC2009T13,136370,LTW_ENG_20070203.0110.LDC2009T13_3483_3494,LTW_ENG_20070203.0110.LDC2009T13_3474_3482,tom vilsack,governor,per:title,t
APW_ENG_20070619.0095.LDC2009T13,319636,APW_ENG_20070619.0095.LDC2009T13_2884_2904,APW_ENG_20070619.0095.LDC2009T13_2852_2864,dalia soto del valle,fidel castro,per:spouse,t
NYT_ENG_20080304.0099.LDC2009T13,245487,NYT_ENG_20080304.0099.LDC2009T13_3315_3327,NYT_ENG_20080304.0099.LDC2009T13_3430_3439,alvaro uribe,president,per:title,t
APW_ENG_20070217.0243.LDC2009T13,311062,APW_ENG_20070217.0243.LDC2009T13_4401_4412,APW_ENG_20070217.0243.LDC2009T13_4391_4400,hugo chavez,president,per:title,t
eng-WL-11-174595-12968331,174598,eng-WL-11-174595-12968331_12937_12952,eng-WL-11-174595-12968331_12842_12855,justine bateman,jason bateman,per:siblings,t
eng-WL-11-174595-12967857,108626,eng-WL-11-174595-12967857_3541_3554,eng-WL-11-174595-12967857_3917_3930,lindsay lohan,michael lohan,per:parents,t
eng-WL-11-174643-13000465,108643,eng-WL-11-174643-13000465_409_420,eng-WL-11-174643-13000465_435_447,chris ivery,ellen pompeo,per:spouse,t
NYT_ENG_20080422.0213.LDC2009T13,305831,NYT_ENG_20080422.0213.LDC2009T13_1852_1863,NYT_ENG_20080422.0213.LDC2009T13_1941_1956,lee kun-hee,lee byung-chull,per:parents,t
AFP_ENG_20080801.0597.LDC2009T13,265974,AFP_ENG_20080801.0597.LDC2009T13_172_183,AFP_ENG_20080801.0597.LDC2009T13_165_170,raul castro,fidel,per:siblings,t
AFP_ENG_20070618.0644.LDC2009T13,36272,AFP_ENG_20070618.0644.LDC2009T13_286_306,AFP_ENG_20070618.0644.LDC2009T13_273_284,vilma espin guillois,raul castro,per:spouse,t
eng-WL-11-174572-12949506,253941,eng-WL-11-174572-12949506_1037_1049,eng-WL-11-174572-12949506_1054_1067,heidi montag,spencer pratt,per:spouse,t
eng-WL-11-174598-12964778,191012,eng-WL-11-174598-12964778_7572_7587,eng-WL-11-174598-12964778_7442_7446,hillary clinton,bill,per:spouse,t
eng-WL-11-174595-12968296,174511,eng-WL-11-174595-12968296_1384_1391,eng-WL-11-174595-12968296_1343_1348,britney,lynne,per:parents,t
eng-WL-110-174612-12991749,245431,eng-WL-110-174612-12991749_337_352,eng-WL-110-174612-12991749_456_472,beyonce knowles,columbia records,per:employee_or_member_of,t
AFP_ENG_20080514.0663.LDC2009T13,185205,AFP_ENG_20080514.0663.LDC2009T13_1089_1100,AFP_ENG_20080514.0663.LDC2009T13_1118_1125,lee kun-hee,samsung,per:employee_or_member_of,t
eng-NG-31-145468-10288986,289356,eng-NG-31-145468-10288986_760_775,eng-NG-31-145468-10288986_799_811,beyoncé knowles,tina knowles,per:parents,t
APW_ENG_20071219.1088.LDC2009T13,238875,APW_ENG_20071219.1088.LDC2009T13_1527_1539,APW_ENG_20071219.1088.LDC2009T13_1485_1499,lynne spears,britney spears,per:children,t
eng-WL-11-174584-12960321,297301,eng-WL-11-174584-12960321_385_398,eng-WL-11-174584-12960321_367_380,molly malaney,jason mesnick,per:spouse,t
eng-WL-11-174595-12968491,32419,eng-WL-11-174595-12968491_8361_8367,eng-WL-11-174595-12968491_8433_8442,zahara,brad pitt,per:parents,t
APW_ENG_20070302.0801.LDC2009T13,238882,APW_ENG_20070302.0801.LDC2009T13_4150_4164,APW_ENG_20070302.0801.LDC2009T13_4096_4102,ramzan kadyrov,grozny,per:LOCATION_of_residence,t
APW_ENG_20080325.1240.LDC2009T13,160832,APW_ENG_20080325.1240.LDC2009T13_366_377,APW_ENG_20080325.1240.LDC2009T13_356_365,hugo chavez,president,per:title,t
XIN_ENG_20080226.0090.LDC2009T13,340521,XIN_ENG_20080226.0090.LDC2009T13_1217_1228,XIN_ENG_20080226.0090.LDC2009T13_1254_1263,raul castro,president,per:title,t
APW_ENG_20080726.0678.LDC2009T13,23148,APW_ENG_20080726.0678.LDC2009T13_398_403,APW_ENG_20080726.0678.LDC2009T13_308_317,fidel,president,per:title,t
NYT_ENG_20070215.0067.LDC2009T13,26629,NYT_ENG_20070215.0067.LDC2009T13_2657_2671,NYT_ENG_20070215.0067.LDC2009T13_2610_2626,george w. bush,george h.w. bush,per:parents,t
